eurostat_country_code,Agreena_crop_IDENTIFIER,yield_avg
CN,OAT-WINTER-FORAGE-HARVEST,14.438515625
CN,OAT-WINTER-GRAIN-HARVEST,3.4383
CN,OATS,14.438515625
CN,ONION,21.9318375
CN,OTHER-GRAIN,6.1284125
CN,OTHER-LEGUME,2.566425
CN,OTHER-N-FIXING-FORAGE,7.602265625
CN,OTHER-NON-N-FIXING-FORAGE,14.438515625
CN,OTHER-ROOT-CROPS,19.379025
CN,OTHER-TUBER-CROP,19.379025
CN,PEA-COW-FORAGE-HARVEST,7.602265625
CN,PEA-COW-SEED-HARVEST,1.0158125
CN,PEA-SPRING-FORAGE-HARVEST,7.602265625
CN,PEA-SPRING-SEED-HARVEST,1.51575
CN,PEA-WINTER-FORAGE-HARVEST,7.602265625
CN,PEA-WINTER-SEED-HARVEST,1.51575
CN,PEANUT,3.7402875
CN,PEAS,1.51575
CN,PEAS-CHICK-SEED-HARVEST,5.1301125
CN,PERENNIAL-GRASS,9.01845588235294
CN,PLAIN-GRASS,9.01845588235294
CN,POTATO,18.4568
CN,RAPE,3.10515625
CN,RAPESEED,3.10515625
CN,RAPESEED-SPRING-SEED-HARVEST,3.277045454545454
CN,RICE,6.9663125
CN,RYE,3.1232375
CN,RYE-SPRING-FORAGE-HARVEST,14.438515625
CN,RYE-SPRING-GRAIN-HARVEST,3.1232375
CN,RYE-WINTER-FORAGE-HARVEST,14.438515625
CN,SAINFOIN-FORAGE-HARVEST,7.602265625
CN,SAINFOIN-SEED-HARVEST,2.566425
CN,SORGHUM,5.1834625
CN,SORGHUM-FORAGE-HARVEST,14.438515625
CN,SOYBEAN,1.879425
CN,SOYBEAN-FORAGE-HARVEST,7.602265625
CN,SPINACH-LEAF-HARVEST,36.0950875
CN,SPRING-WHEAT,7.0296875
CN,STRAWBERRY,26.0046125
CN,SUGAR-BEETS,52.3465875
CN,SUNFLOWER,2.7764375
CN,SUNFLOWER-SEED-HARVEST,2.7764375
CN,TEA,4.10965
CN,TOMATO,56.2580625
CN,TRITICALE,1.9347
CN,TRITICALE-SPRING-FORAGE-HARVEST,14.438515625
CN,TRITICALE-SPRING-SEED-HARVEST,1.9347
CN,TRITICALE-WINTER-FORAGE-HARVEST,14.438515625
CN,VEGETABLE,24.795875
CN,VETCH-FORAGE-HARVEST,7.602265625
CN,WHEAT,5.234868421052632
CN,WHEAT-SPELT-GRAIN-HARVEST,5.234868421052632
CN,WHEAT-SPRING-FORAGE-HARVEST,14.438515625
CN,WHEAT-SPRING-GRAIN-HARVEST,7.0296875
CN,WHEAT-WINTER-FORAGE-HARVEST,14.438515625
CN,WINTER-BARLEY,4.838125
CN,WINTER-WHEAT,5.234868421052632
HR,ALFALFA,16.1625
HR,APPLE,14.2896125
HR,BARLEY,27.8
HR,BARLEY-SPRING-GRAIN-HARVEST,4.37
HR,BARLEY-WINTER-FORAGE-HARVEST,27.8
HR,BARLEY-WINTER-GRAIN-HARVEST,4.96125
HR,BEAN-DRY-FORAGE-HARVEST,14.7625
HR,BEAN-FAVA-FORAGE-HARVEST,14.7625
HR,BEAN-FAVA-SEED-HARVEST,2.165525
HR,BEAN-FAVA-WINTER-FORAGE-HARVEST,14.7625
HR,BEAN-FAVA-WINTER-SEED-HARVEST,2.165525
HR,BEAN-MUNG-FORAGE-HARVEST,14.7625
HR,BEAN-MUNG-SEED-HARVEST,1.0175
HR,BEET-FODDER-ROOT-HARVEST,17.436975
HR,BEET-SUGAR-ROOT-HARVEST,62.525
HR,BEETROOT-ROOT-HARVEST,17.436975
HR,BLUEBERRY,2.72885
HR,BORAGE-SEED-HARVEST,0.8049999999999999
HR,BUCKWHEAT,1.4925
HR,BUCKWHEAT-SEED-HARVEST,1.4925
HR,CANOLA-WINTER,2.73875
HR,CARROT-ROOT-HARVEST,28.643725
HR,CLOVER-BERSEEM-FORAGE-HARVEST,14.7625
HR,CLOVER-CRIMSON-FORAGE-HARVEST,14.7625
HR,CLOVER-RED-FORAGE-HARVEST,14.7625
HR,CLOVER-WHITE-FORAGE-HARVEST,14.7625
HR,COTTON-SEED-HARVEST,11.89875
HR,DRY-BEAN,1.0175
HR,FLAX,1.55625
HR,FLAX-LINSEED-SEED-HARVEST,1.55625
HR,GRASS-CLOVER-MIX,14.7625
HR,GRASS-CLOVER-MIX-FORAGE-HARVEST,14.7625
HR,GRAZING-FIELD,11.08
HR,HEMP-BIOMASS-HARVEST,1.7528
HR,HEMP-FIBER-HARVEST,1.7528
HR,HORSEBEANS,1.0175
HR,LENTIL-FORAGE-HARVEST,14.7625
HR,LENTIL-SEED-HARVEST,3.6885375
HR,LUPINE-FORAGE-HARVEST,14.7625
HR,LUPINE-SEED-HARVEST,2.08875
HR,MAIZE,36.3875
HR,MAIZE-CORN,7.72125
HR,MILLET,1.6016625
HR,MILLET-FORAGE-HARVEST,27.8
HR,OAT-BLACK-FORAGE-HARVEST,27.8
HR,OAT-BLACK-GRAIN-HARVEST,3.12625
HR,OAT-SPRING-GRAIN-HARVEST,3.12625
HR,OAT-WINTER-FORAGE-HARVEST,27.8
HR,OAT-WINTER-GRAIN-HARVEST,3.12625
HR,OATS,27.8
HR,ONION,25.2765
HR,OTHER-GRAIN,6.5389
HR,OTHER-LEGUME,1.95
HR,OTHER-N-FIXING-FORAGE,14.7625
HR,OTHER-NON-N-FIXING-FORAGE,27.8
HR,OTHER-ROOT-CROPS,17.436975
HR,OTHER-TUBER-CROP,17.436975
HR,PEA-COW-FORAGE-HARVEST,14.7625
HR,PEA-COW-SEED-HARVEST,2.5606875
HR,PEA-SPRING-FORAGE-HARVEST,14.7625
HR,PEA-SPRING-SEED-HARVEST,2.48875
HR,PEA-WINTER-FORAGE-HARVEST,14.7625
HR,PEA-WINTER-SEED-HARVEST,2.48875
HR,PEAS,2.48875
HR,PERENNIAL-GRASS,11.08
HR,PLAIN-GRASS,11.08
HR,POTATO,17.175
HR,RAPE,2.73875
HR,RAPESEED,2.73875
HR,RASPBERRY,1.7824
HR,RYE,3.70375
HR,RYE-SPRING-FORAGE-HARVEST,27.8
HR,RYE-SPRING-GRAIN-HARVEST,3.70375
HR,RYE-WINTER-FORAGE-HARVEST,27.8
HR,SAINFOIN-FORAGE-HARVEST,14.7625
HR,SAINFOIN-SEED-HARVEST,1.95
HR,SORGHUM,2.38875
HR,SORGHUM-FORAGE-HARVEST,27.8
HR,SOYBEAN,2.72125
HR,SOYBEAN-FORAGE-HARVEST,14.7625
HR,SPRING-WHEAT,4.52
HR,STRAWBERRY,9.43075
HR,SUGAR-BEETS,62.525
HR,SUNFLOWER,2.87875
HR,SUNFLOWER-SEED-HARVEST,2.87875
HR,TOMATO,62.2891375
HR,TRITICALE,4.1225
HR,TRITICALE-SPRING-FORAGE-HARVEST,27.8
HR,TRITICALE-SPRING-SEED-HARVEST,4.1225
HR,TRITICALE-WINTER-FORAGE-HARVEST,27.8
HR,VEGETABLE,32.18245
HR,VETCH-FORAGE-HARVEST,14.7625
HR,VETCH-SEED-HARVEST,10.5519
HR,WHEAT,5.82375
HR,WHEAT-SPELT-GRAIN-HARVEST,5.82375
HR,WHEAT-SPRING-FORAGE-HARVEST,27.8
HR,WHEAT-SPRING-GRAIN-HARVEST,4.52
HR,WHEAT-WINTER-FORAGE-HARVEST,27.8
HR,WINTER-BARLEY,4.96125
HR,WINTER-WHEAT,5.82375
CY,ALFALFA,19.2575
CY,APPLE,6.9547375
CY,BARLEY,13.075
CY,BARLEY-SPRING-GRAIN-HARVEST,3.30875
CY,BARLEY-WINTER-FORAGE-HARVEST,13.075
CY,BARLEY-WINTER-GRAIN-HARVEST,1.67125
CY,BEAN-DRY-FORAGE-HARVEST,2.695
CY,BEAN-FAVA-FORAGE-HARVEST,2.695
CY,BEAN-FAVA-SEED-HARVEST,3.3946
CY,BEAN-FAVA-WINTER-FORAGE-HARVEST,2.695
CY,BEAN-FAVA-WINTER-SEED-HARVEST,3.3946
CY,BEAN-MUNG-FORAGE-HARVEST,2.695
CY,BEAN-MUNG-SEED-HARVEST,3.11875
CY,BEET-FODDER-ROOT-HARVEST,22.7284375
CY,BEETROOT-ROOT-HARVEST,22.7284375
CY,BORAGE-SEED-HARVEST,5.615
CY,BUCKWHEAT,6.20375
CY,BUCKWHEAT-SEED-HARVEST,6.20375
CY,CANOLA-SPRING,3.24
CY,CANOLA-WINTER,2.3775
CY,CARROT-ROOT-HARVEST,34.0187625
CY,CARROT-SEED-HARVEST,10.5786875
CY,CLOVER-BERSEEM-FORAGE-HARVEST,2.695
CY,CLOVER-CRIMSON-FORAGE-HARVEST,2.695
CY,CLOVER-RED-FORAGE-HARVEST,2.695
CY,CLOVER-WHITE-FORAGE-HARVEST,2.695
CY,COTTON,1.033125
CY,COTTON-SEED-HARVEST,0.8406250000000001
CY,DRY-BEAN,3.11875
CY,FLAX,26.8125
CY,FLAX-LINSEED-SEED-HARVEST,26.8125
CY,GRASS-CLOVER-MIX,2.695
CY,GRASS-CLOVER-MIX-FORAGE-HARVEST,2.695
CY,GRAZING-FIELD,2.92125
CY,HEMP,2.337916666666667
CY,HEMP-SEED-HARVEST,2.337916666666667
CY,HORSEBEANS,3.11875
CY,LENTIL-FORAGE-HARVEST,2.695
CY,LENTIL-SEED-HARVEST,0.55665
CY,LUPINE-FORAGE-HARVEST,2.695
CY,MAIZE,55.7
CY,MAIZE-CORN,7.09625
CY,MILLET-FORAGE-HARVEST,13.075
CY,OAT-BLACK-FORAGE-HARVEST,13.075
CY,OAT-BLACK-GRAIN-HARVEST,1.37375
CY,OAT-SPRING-GRAIN-HARVEST,1.37375
CY,OAT-WINTER-FORAGE-HARVEST,13.075
CY,OAT-WINTER-GRAIN-HARVEST,1.37375
CY,OATS,13.075
CY,ONION,35.333425
CY,OTHER-GRAIN,8.5675
CY,OTHER-LEGUME,1.1225
CY,OTHER-N-FIXING-FORAGE,2.695
CY,OTHER-NON-N-FIXING-FORAGE,13.075
CY,OTHER-ROOT-CROPS,22.7284375
CY,OTHER-TUBER-CROP,22.7284375
CY,PEA-COW-FORAGE-HARVEST,2.695
CY,PEA-COW-SEED-HARVEST,4.37795
CY,PEA-SPRING-FORAGE-HARVEST,2.695
CY,PEA-SPRING-SEED-HARVEST,1.4575
CY,PEA-WINTER-FORAGE-HARVEST,2.695
CY,PEA-WINTER-SEED-HARVEST,1.4575
CY,PEANUT,4.60425
CY,PEAS,1.4575
CY,PEAS-CHICK-SEED-HARVEST,1.9957875
CY,PERENNIAL-GRASS,2.92125
CY,PLAIN-GRASS,2.92125
CY,POTATO,23.1375
CY,RAPE,2.3775
CY,RAPESEED,2.3775
CY,RAPESEED-SPRING-SEED-HARVEST,3.24
CY,RYE-SPRING-FORAGE-HARVEST,13.075
CY,RYE-WINTER-FORAGE-HARVEST,13.075
CY,SAINFOIN-FORAGE-HARVEST,2.695
CY,SAINFOIN-SEED-HARVEST,1.1225
CY,SORGHUM,8.16625
CY,SORGHUM-FORAGE-HARVEST,13.075
CY,SOYBEAN-FORAGE-HARVEST,2.695
CY,SPINACH-LEAF-HARVEST,9.57075
CY,SPRING-WHEAT,40.7375
CY,STRAWBERRY,29.2658625
CY,TOMATO,60.5136875
CY,TRITICALE,1.81125
CY,TRITICALE-SPRING-FORAGE-HARVEST,13.075
CY,TRITICALE-SPRING-SEED-HARVEST,1.81125
CY,TRITICALE-WINTER-FORAGE-HARVEST,13.075
CY,VEGETABLE,31.3762125
CY,VETCH-FORAGE-HARVEST,2.695
CY,VETCH-SEED-HARVEST,1.988075
CY,WHEAT,1.84625
CY,WHEAT-SPELT-GRAIN-HARVEST,1.84625
CY,WHEAT-SPRING-FORAGE-HARVEST,13.075
CY,WHEAT-SPRING-GRAIN-HARVEST,40.7375
CY,WHEAT-WINTER-FORAGE-HARVEST,13.075
CY,WINTER-BARLEY,1.67125
CY,WINTER-WHEAT,1.84625
CZ,ALFALFA,17.0375
CZ,APPLE,16.3454875
CZ,BARLEY,11.3325
CZ,BARLEY-SPRING-GRAIN-HARVEST,5.17375
CZ,BARLEY-WINTER-FORAGE-HARVEST,11.3325
CZ,BARLEY-WINTER-GRAIN-HARVEST,5.80875
CZ,BEAN-DRY-FORAGE-HARVEST,14.725
CZ,BEAN-FAVA-FORAGE-HARVEST,14.725
CZ,BEAN-FAVA-SEED-HARVEST,1.633875
CZ,BEAN-FAVA-WINTER-FORAGE-HARVEST,14.725
CZ,BEAN-FAVA-WINTER-SEED-HARVEST,1.633875
CZ,BEAN-MUNG-FORAGE-HARVEST,14.725
CZ,BEAN-MUNG-SEED-HARVEST,1.50375
CZ,BEET-FODDER-ROOT-HARVEST,27.7407875
CZ,BEET-SUGAR-ROOT-HARVEST,63.15
CZ,BEETROOT-ROOT-HARVEST,27.7407875
CZ,BORAGE-SEED-HARVEST,0.77625
CZ,BUCKWHEAT,1.615
CZ,BUCKWHEAT-SEED-HARVEST,1.615
CZ,CANOLA-SPRING,2.15625
CZ,CANOLA-WINTER,3.25125
CZ,CARROT-ROOT-HARVEST,37.814575
CZ,CLOVER-BERSEEM-FORAGE-HARVEST,14.725
CZ,CLOVER-CRIMSON-FORAGE-HARVEST,14.725
CZ,CLOVER-RED-FORAGE-HARVEST,14.725
CZ,CLOVER-WHITE-FORAGE-HARVEST,14.725
CZ,DRY-BEAN,1.50375
CZ,FLAX,1.35
CZ,FLAX-LINSEED-SEED-HARVEST,1.35
CZ,GRASS-CLOVER-MIX,14.725
CZ,GRASS-CLOVER-MIX-FORAGE-HARVEST,14.725
CZ,GRAZING-FIELD,9.82875
CZ,HEMP,0.73625
CZ,HEMP-BIOMASS-HARVEST,2.833225
CZ,HEMP-FIBER-HARVEST,2.833225
CZ,HEMP-SEED-HARVEST,0.73625
CZ,HORSEBEANS,1.50375
CZ,LENTIL-FORAGE-HARVEST,14.725
CZ,LENTIL-SEED-HARVEST,6.147775
CZ,LUPINE-FORAGE-HARVEST,14.725
CZ,LUPINE-SEED-HARVEST,1.4975
CZ,MAIZE,30.95
CZ,MAIZE-CORN,7.94125
CZ,MILLET,1.463
CZ,MILLET-FORAGE-HARVEST,11.3325
CZ,MUSTARD,0.9760625
CZ,MUSTARD-SEED-HARVEST,0.9760625
CZ,OAT-BLACK-FORAGE-HARVEST,11.3325
CZ,OAT-BLACK-GRAIN-HARVEST,3.515
CZ,OAT-SPRING-GRAIN-HARVEST,3.515
CZ,OAT-WINTER-FORAGE-HARVEST,11.3325
CZ,OAT-WINTER-GRAIN-HARVEST,3.515
CZ,OATS,11.3325
CZ,ONION,24.51855
CZ,OTHER-GRAIN,7.51875
CZ,OTHER-LEGUME,1.46375
CZ,OTHER-N-FIXING-FORAGE,14.725
CZ,OTHER-NON-N-FIXING-FORAGE,11.3325
CZ,OTHER-ROOT-CROPS,27.7407875
CZ,OTHER-TUBER-CROP,27.7407875
CZ,PEA-COW-FORAGE-HARVEST,14.725
CZ,PEA-SPRING-FORAGE-HARVEST,14.725
CZ,PEA-SPRING-SEED-HARVEST,2.67
CZ,PEA-WINTER-FORAGE-HARVEST,14.725
CZ,PEA-WINTER-SEED-HARVEST,2.67
CZ,PEAS,2.67
CZ,PEAS-CHICK-SEED-HARVEST,2.9757875
CZ,PERENNIAL-GRASS,9.82875
CZ,PLAIN-GRASS,9.82875
CZ,POTATO,27.6
CZ,RAPE,3.25125
CZ,RAPESEED,3.25125
CZ,RAPESEED-SPRING-SEED-HARVEST,2.15625
CZ,RASPBERRY,2.1635125
CZ,RYE,5.05375
CZ,RYE-SPRING-FORAGE-HARVEST,11.3325
CZ,RYE-SPRING-GRAIN-HARVEST,5.05375
CZ,RYE-WINTER-FORAGE-HARVEST,11.3325
CZ,SAINFOIN-FORAGE-HARVEST,14.725
CZ,SAINFOIN-SEED-HARVEST,1.46375
CZ,SORGHUM-FORAGE-HARVEST,11.3325
CZ,SOYBEAN,2.23375
CZ,SOYBEAN-FORAGE-HARVEST,14.725
CZ,SPINACH-LEAF-HARVEST,11.1522375
CZ,SPRING-WHEAT,4.35
CZ,STRAWBERRY,4.4412125
CZ,SUGAR-BEETS,63.15
CZ,SUNFLOWER,2.52
CZ,SUNFLOWER-SEED-HARVEST,2.52
CZ,TOMATO,37.9473125
CZ,TRITICALE,4.85875
CZ,TRITICALE-SPRING-FORAGE-HARVEST,11.3325
CZ,TRITICALE-SPRING-SEED-HARVEST,4.85875
CZ,TRITICALE-WINTER-FORAGE-HARVEST,11.3325
CZ,VEGETABLE,23.07835
CZ,VETCH-FORAGE-HARVEST,14.725
CZ,VETCH-SEED-HARVEST,2.5273125
CZ,WHEAT,6.115
CZ,WHEAT-SPELT-GRAIN-HARVEST,6.115
CZ,WHEAT-SPRING-FORAGE-HARVEST,11.3325
CZ,WHEAT-SPRING-GRAIN-HARVEST,4.35
CZ,WHEAT-WINTER-FORAGE-HARVEST,11.3325
CZ,WINTER-BARLEY,5.80875
CZ,WINTER-WHEAT,6.115
DK,ALFALFA,91.25
DK,APPLE,23.33895
DK,BARLEY,41.875
DK,BARLEY-SPRING-GRAIN-HARVEST,5.4525
DK,BARLEY-WINTER-FORAGE-HARVEST,41.875
DK,BARLEY-WINTER-GRAIN-HARVEST,6.54375
DK,BEAN-DRY-FORAGE-HARVEST,9.89925
DK,BEAN-FAVA-FORAGE-HARVEST,9.89925
DK,BEAN-FAVA-SEED-HARVEST,3.4196125
DK,BEAN-FAVA-WINTER-FORAGE-HARVEST,9.89925
DK,BEAN-FAVA-WINTER-SEED-HARVEST,3.4196125
DK,BEAN-MUNG-FORAGE-HARVEST,9.89925
DK,BEAN-MUNG-SEED-HARVEST,3.79875
DK,BEET-FODDER-ROOT-HARVEST,41.7710625
DK,BEET-SUGAR-ROOT-HARVEST,72.85
DK,BEETROOT-ROOT-HARVEST,41.7710625
DK,BLUEBERRY,1.0151125
DK,BORAGE-SEED-HARVEST,2.0258
DK,CANOLA-SPRING,1.9275
DK,CANOLA-WINTER,3.985
DK,CARROT-ROOT-HARVEST,49.0857125
DK,CARROT-SEED-HARVEST,1.120125
DK,CLOVER-BERSEEM-FORAGE-HARVEST,9.89925
DK,CLOVER-CRIMSON-FORAGE-HARVEST,9.89925
DK,CLOVER-RED-FORAGE-HARVEST,9.89925
DK,CLOVER-WHITE-FORAGE-HARVEST,9.89925
DK,COTTON-SEED-HARVEST,0.9925
DK,DRY-BEAN,3.79875
DK,FLAX,1.844375
DK,FLAX-LINSEED-SEED-HARVEST,1.844375
DK,GRASS-CLOVER-MIX,9.89925
DK,GRASS-CLOVER-MIX-FORAGE-HARVEST,9.89925
DK,GRAZING-FIELD,62.7
DK,HEMP,2.4821875
DK,HEMP-SEED-HARVEST,2.4821875
DK,HORSEBEANS,3.79875
DK,LENTIL-FORAGE-HARVEST,9.89925
DK,LUPINE-FORAGE-HARVEST,9.89925
DK,LUPINE-SEED-HARVEST,4.14875
DK,MAIZE,58.6875
DK,MAIZE-CORN,6.76875
DK,MILLET-FORAGE-HARVEST,41.875
DK,MUSTARD,0.9490875
DK,MUSTARD-SEED-HARVEST,0.9490875
DK,OAT-BLACK-FORAGE-HARVEST,41.875
DK,OAT-BLACK-GRAIN-HARVEST,5.1075
DK,OAT-SPRING-GRAIN-HARVEST,5.1075
DK,OAT-WINTER-FORAGE-HARVEST,41.875
DK,OAT-WINTER-GRAIN-HARVEST,5.1075
DK,OATS,41.875
DK,ONION,37.5807125
DK,OTHER-GRAIN,16.35
DK,OTHER-LEGUME,3.9827375
DK,OTHER-N-FIXING-FORAGE,9.89925
DK,OTHER-NON-N-FIXING-FORAGE,41.875
DK,OTHER-ROOT-CROPS,41.7710625
DK,OTHER-TUBER-CROP,41.7710625
DK,PEA-COW-FORAGE-HARVEST,9.89925
DK,PEA-SPRING-FORAGE-HARVEST,9.89925
DK,PEA-SPRING-SEED-HARVEST,3.92125
DK,PEA-WINTER-FORAGE-HARVEST,9.89925
DK,PEA-WINTER-SEED-HARVEST,3.92125
DK,PEAS,3.92125
DK,PERENNIAL-GRASS,62.7
DK,PLAIN-GRASS,62.7
DK,POTATO,41.7125
DK,RAPE,3.985
DK,RAPESEED,3.985
DK,RAPESEED-SPRING-SEED-HARVEST,1.9275
DK,RASPBERRY,5.9623
DK,RYE,5.965
DK,RYE-SPRING-FORAGE-HARVEST,41.875
DK,RYE-SPRING-GRAIN-HARVEST,5.965
DK,RYE-WINTER-FORAGE-HARVEST,41.875
DK,SAINFOIN-FORAGE-HARVEST,9.89925
DK,SAINFOIN-SEED-HARVEST,3.9827375
DK,SORGHUM-FORAGE-HARVEST,41.875
DK,SOYBEAN-FORAGE-HARVEST,9.89925
DK,SPINACH-LEAF-HARVEST,13.015725
DK,SPRING-WHEAT,4.7875
DK,STRAWBERRY,6.3127875
DK,SUGAR-BEETS,72.85
DK,TOMATO,371.2586
DK,TRITICALE,6.11625
DK,TRITICALE-SPRING-FORAGE-HARVEST,41.875
DK,TRITICALE-SPRING-SEED-HARVEST,6.11625
DK,TRITICALE-WINTER-FORAGE-HARVEST,41.875
DK,VEGETABLE,26.7967125
DK,VETCH-FORAGE-HARVEST,9.89925
DK,WHEAT,7.78875
DK,WHEAT-SPELT-GRAIN-HARVEST,7.78875
DK,WHEAT-SPRING-FORAGE-HARVEST,41.875
DK,WHEAT-SPRING-GRAIN-HARVEST,4.7875
DK,WHEAT-WINTER-FORAGE-HARVEST,41.875
DK,WINTER-BARLEY,6.54375
DK,WINTER-WHEAT,7.78875
EE,ALFALFA,26.38575
EE,APPLE,2.0155375
EE,BARLEY,6.77875
EE,BARLEY-SPRING-GRAIN-HARVEST,3.5475
EE,BARLEY-WINTER-FORAGE-HARVEST,6.77875
EE,BARLEY-WINTER-GRAIN-HARVEST,4.5
EE,BEAN-DRY-FORAGE-HARVEST,9.89925
EE,BEAN-FAVA-FORAGE-HARVEST,9.89925
EE,BEAN-FAVA-SEED-HARVEST,3.2182125
EE,BEAN-FAVA-WINTER-FORAGE-HARVEST,9.89925
EE,BEAN-FAVA-WINTER-SEED-HARVEST,3.2182125
EE,BEAN-MUNG-FORAGE-HARVEST,9.89925
EE,BEAN-MUNG-SEED-HARVEST,2.0275
EE,BEET-FODDER-ROOT-HARVEST,20.019075
EE,BEET-SUGAR-ROOT-HARVEST,4.97875
EE,BEETROOT-ROOT-HARVEST,20.019075
EE,BORAGE-SEED-HARVEST,0.8168500000000001
EE,BUCKWHEAT,0.8225
EE,BUCKWHEAT-SEED-HARVEST,0.8225
EE,CANOLA-SPRING,1.715
EE,CANOLA-WINTER,2.58125
EE,CARROT-ROOT-HARVEST,40.5975375
EE,CLOVER-BERSEEM-FORAGE-HARVEST,9.89925
EE,CLOVER-CRIMSON-FORAGE-HARVEST,9.89925
EE,CLOVER-RED-FORAGE-HARVEST,9.89925
EE,CLOVER-WHITE-FORAGE-HARVEST,9.89925
EE,COTTON-SEED-HARVEST,0.54125
EE,DRY-BEAN,2.0275
EE,FLAX,4.40625
EE,FLAX-LINSEED-SEED-HARVEST,4.40625
EE,GRASS-CLOVER-MIX,9.89925
EE,GRASS-CLOVER-MIX-FORAGE-HARVEST,9.89925
EE,GRAZING-FIELD,23.96359375
EE,HEMP,2.4821875
EE,HEMP-BIOMASS-HARVEST,12.7670125
EE,HEMP-FIBER-HARVEST,12.7670125
EE,HEMP-SEED-HARVEST,2.4821875
EE,HORSEBEANS,2.0275
EE,LENTIL-FORAGE-HARVEST,9.89925
EE,LUPINE-FORAGE-HARVEST,9.89925
EE,MAIZE,25.8875
EE,MILLET-FORAGE-HARVEST,6.77875
EE,OAT-BLACK-FORAGE-HARVEST,6.77875
EE,OAT-BLACK-GRAIN-HARVEST,2.47125
EE,OAT-SPRING-GRAIN-HARVEST,2.47125
EE,OAT-WINTER-FORAGE-HARVEST,6.77875
EE,OAT-WINTER-GRAIN-HARVEST,2.47125
EE,OATS,6.77875
EE,ONION,5.76555
EE,OTHER-GRAIN,3.8475
EE,OTHER-LEGUME,1.2176875
EE,OTHER-N-FIXING-FORAGE,9.89925
EE,OTHER-NON-N-FIXING-FORAGE,6.77875
EE,OTHER-ROOT-CROPS,20.019075
EE,OTHER-TUBER-CROP,20.019075
EE,PEA-COW-FORAGE-HARVEST,9.89925
EE,PEA-SPRING-FORAGE-HARVEST,9.89925
EE,PEA-SPRING-SEED-HARVEST,2.09
EE,PEA-WINTER-FORAGE-HARVEST,9.89925
EE,PEA-WINTER-SEED-HARVEST,2.09
EE,PEAS,2.09
EE,PERENNIAL-GRASS,23.96359375
EE,PLAIN-GRASS,23.96359375
EE,POTATO,20.575
EE,RAPE,2.58125
EE,RAPESEED,2.58125
EE,RAPESEED-SPRING-SEED-HARVEST,1.715
EE,RASPBERRY,1.2659625
EE,RYE,3.56
EE,RYE-SPRING-FORAGE-HARVEST,6.77875
EE,RYE-SPRING-GRAIN-HARVEST,3.56
EE,RYE-WINTER-FORAGE-HARVEST,6.77875
EE,SAINFOIN-FORAGE-HARVEST,9.89925
EE,SAINFOIN-SEED-HARVEST,1.2176875
EE,SORGHUM-FORAGE-HARVEST,6.77875
EE,SOYBEAN-FORAGE-HARVEST,9.89925
EE,SPRING-WHEAT,3.27875
EE,STRAWBERRY,2.37745
EE,SUGAR-BEETS,4.97875
EE,TOMATO,39.318275
EE,TRITICALE,4.48
EE,TRITICALE-SPRING-FORAGE-HARVEST,6.77875
EE,TRITICALE-SPRING-SEED-HARVEST,4.48
EE,TRITICALE-WINTER-FORAGE-HARVEST,6.77875
EE,VEGETABLE,24.1279625
EE,VETCH-FORAGE-HARVEST,9.89925
EE,WHEAT,4.62375
EE,WHEAT-SPELT-GRAIN-HARVEST,4.62375
EE,WHEAT-SPRING-FORAGE-HARVEST,6.77875
EE,WHEAT-SPRING-GRAIN-HARVEST,3.27875
EE,WHEAT-WINTER-FORAGE-HARVEST,6.77875
EE,WINTER-BARLEY,4.5
EE,WINTER-WHEAT,4.62375
FI,ALFALFA,26.38575
FI,APPLE,10.454
FI,BARLEY,7.54
FI,BARLEY-SPRING-GRAIN-HARVEST,3.62125
FI,BARLEY-WINTER-FORAGE-HARVEST,7.54
FI,BARLEY-WINTER-GRAIN-HARVEST,5.534375
FI,BEAN-DRY-FORAGE-HARVEST,7.1525
FI,BEAN-FAVA-FORAGE-HARVEST,7.1525
FI,BEAN-FAVA-SEED-HARVEST,3.9375
FI,BEAN-FAVA-WINTER-FORAGE-HARVEST,7.1525
FI,BEAN-FAVA-WINTER-SEED-HARVEST,3.9375
FI,BEAN-MUNG-FORAGE-HARVEST,7.1525
FI,BEAN-MUNG-SEED-HARVEST,1.91375
FI,BEET-FODDER-ROOT-HARVEST,27.768375
FI,BEET-SUGAR-ROOT-HARVEST,38.5375
FI,BEETROOT-ROOT-HARVEST,27.768375
FI,BLUEBERRY,3.3045
FI,BORAGE-SEED-HARVEST,1.41625
FI,BUCKWHEAT,0.63125
FI,BUCKWHEAT-SEED-HARVEST,0.63125
FI,CANOLA-SPRING,1.39375
FI,CANOLA-WINTER,1.49
FI,CARROT-ROOT-HARVEST,38.6459875
FI,CLOVER-BERSEEM-FORAGE-HARVEST,7.1525
FI,CLOVER-CRIMSON-FORAGE-HARVEST,7.1525
FI,CLOVER-RED-FORAGE-HARVEST,7.1525
FI,CLOVER-WHITE-FORAGE-HARVEST,7.1525
FI,COTTON-SEED-HARVEST,0.54125
FI,DRY-BEAN,1.91375
FI,FLAX,0.87375
FI,FLAX-LINSEED-SEED-HARVEST,0.87375
FI,GRASS-CLOVER-MIX,7.1525
FI,GRASS-CLOVER-MIX-FORAGE-HARVEST,7.1525
FI,GRAZING-FIELD,12.8875
FI,HEMP,2.4821875
FI,HEMP-SEED-HARVEST,2.4821875
FI,HORSEBEANS,1.91375
FI,LENTIL-FORAGE-HARVEST,7.1525
FI,LUPINE-FORAGE-HARVEST,7.1525
